#{"t_start": 1745397208.6728308, "env_id": "intersection-v0"}
r,l,t
5.0,5,6256.522961
5.0,5,6256.830651
4.0,4,6257.103812
-2.0,3,6257.347875
5.0,5,6257.626434
4.0,4,6257.987163
5.0,5,6258.355183
-2.0,3,6258.567994
-3.0,2,6258.709544
5.0,5,6259.023283
-3.697041,2,6259.257712
-2.0,3,6259.576233
5.0,5,6259.917836
-3.0,2,6260.135504
-2.0,3,6260.48797
-2.0,3,6260.665793
-2.0,3,6260.989366
-2.0,3,6261.349032
-2.0,3,6261.654173
-1.0,4,6261.956509
-2.0,3,6262.092632
5.0,5,6262.486917
-2.0,3,6262.770216
5.0,5,6263.092823
5.0,5,6263.443384
5.0,5,6263.77873
-1.0,4,6264.165049
-2.0,3,6264.374213
5.0,5,6264.644948
4.0,4,6265.075802
-3.0,2,6265.305047
4.0,4,6265.756101
5.0,5,6265.992496
5.0,5,6266.291881
5.0,5,6266.64413
4.0,4,6266.929491
4.0,4,6267.127482
5.0,5,6267.513353
5.0,5,6267.925968
-3.0,2,6268.103353
5.0,5,6268.565067
5.0,5,6268.883808
3.0,4,6269.231114
4.0,4,6269.508615
-2.0,3,6269.756183
-3.0,2,6269.995676
2.0,3,6270.297554
-3.0,2,6270.502634
-2.175214,3,6270.725004
5.0,5,6271.060017
5.0,5,6271.423398
5.0,5,6271.74245
-2.468761,3,6271.961523
3.0,4,6272.365767
5.0,5,6272.868761
-1.0,4,6273.239745
5.0,5,6273.558463
-2.0,3,6273.966411
5.0,5,6274.457041
5.0,5,6274.771509
5.0,5,6274.983597
-2.0,3,6275.233413
-3.0,2,6275.409306
5.0,5,6275.783819
5.0,5,6276.239298
5.0,5,6276.676311
-2.0,3,6276.849209
5.0,5,6276.99485
5.0,5,6277.35312
-3.0,2,6277.563279
-2.0,3,6277.816809
5.0,5,6278.081346
-2.0,3,6278.28602
3.0,4,6278.587068
-2.0,3,6278.777618
5.0,5,6279.073299
2.0,3,6279.2728
-3.0,2,6279.470124
-3.0,2,6279.683028
5.0,5,6280.066778
4.0,4,6280.263506
5.0,5,6280.673574
-3.0,2,6280.906685
-3.0,2,6281.093504
-2.0,3,6281.244878
5.0,5,6281.576503
4.0,4,6281.898953
-3.0,2,6282.041094
-2.0,3,6282.316325
5.0,5,6282.593427
2.0,3,6282.719728
5.0,5,6282.932674
-2.0,3,6283.145203
5.0,5,6283.409575
-2.468761,3,6283.630612
-3.0,2,6283.810558
5.0,5,6284.248458
-2.0,3,6284.462179
5.0,5,6284.842518
-2.0,3,6285.109791
-2.0,3,6285.278163
-2.0,3,6285.509185
5.0,5,6285.887521
4.0,4,6286.070079
-2.0,3,6286.191419
-2.0,3,6286.388692
5.0,5,6286.685057
5.0,5,6286.939344
-2.0,3,6287.184956
-2.0,3,6287.449819
5.0,5,6287.878194
-3.0,2,6288.095108
-3.0,2,6288.307108
5.0,5,6288.529428
4.0,4,6288.813935
5.0,5,6289.079412
5.0,5,6289.387727
5.0,5,6289.64224
4.0,4,6290.003569
-3.0,2,6290.200549
5.0,5,6290.471898
5.0,5,6290.82893
3.0,4,6291.327038
-2.0,3,6291.568376
-2.0,3,6291.794917
5.0,5,6292.203528
4.0,4,6292.503419
-3.0,2,6292.684802
-2.0,3,6292.899048
5.0,5,6293.307637
-2.0,3,6293.532919
5.0,5,6293.910315
-2.742999,3,6294.097346
-2.0,3,6294.265892
5.0,5,6294.686221
5.0,5,6295.003635
5.0,5,6295.44524
5.0,5,6295.822469
-2.0,3,6296.085142
-1.0,4,6296.267408
2.0,3,6296.503406
-3.0,2,6296.713839
5.0,5,6297.156718
5.0,5,6297.812474
-2.0,3,6298.512846
5.0,5,6298.862708
-2.0,3,6299.204172
-2.175214,3,6299.859051
-3.0,2,6300.413252
3.0,4,6300.818701
5.0,5,6301.176736
-3.0,2,6301.295997
-3.0,2,6301.481391
5.0,5,6301.98768
5.0,5,6302.525956
-2.742999,3,6302.748484
-5.0,1,6302.973349
-2.175214,3,6303.295795
-4.0,1,6303.54771
5.0,5,6303.82172
-3.0,2,6304.118903
5.0,5,6304.60365
5.0,5,6305.1024
-2.0,3,6305.415396
5.0,5,6305.630679
6.0,6,6306.090244
-2.0,3,6306.313077
5.0,5,6306.648652
-2.0,3,6306.988694
-2.468761,3,6307.174853
5.0,5,6307.538739
5.0,5,6307.735672
-3.0,2,6307.991028
-3.697041,2,6308.195465
5.0,5,6308.426207
5.0,5,6308.948414
-2.0,3,6309.141792
5.0,5,6309.494803
-2.0,3,6309.70164
5.0,5,6309.983325
-2.0,3,6310.145165
5.0,5,6310.598104
-2.0,3,6310.766812
-3.0,2,6310.976664
5.0,5,6311.338239
4.0,4,6311.529835
5.0,5,6311.708383
4.0,4,6311.954686
-1.0,4,6312.178616
4.0,4,6312.556425
5.0,5,6312.934749
-2.0,3,6313.099292
-2.468761,3,6313.292103
2.0,3,6313.516558
4.0,4,6313.834167
-3.0,2,6313.948507
5.0,5,6314.248645
5.0,5,6314.629788
5.0,5,6315.153718
5.0,5,6315.54317
5.0,5,6315.811626
-2.0,3,6315.984143
5.0,5,6316.278272
-2.0,3,6316.490817
-2.0,3,6316.862692
5.0,5,6317.136789
5.0,5,6317.451633
5.0,5,6317.748287
-3.0,2,6317.969787
-2.0,3,6318.194811
5.0,5,6318.707806
5.0,5,6319.079619
2.0,3,6319.28504
-2.0,3,6319.641814
-3.0,2,6319.883303
5.0,5,6320.131757
-2.0,3,6320.3423
-3.0,2,6320.554794
-1.0,4,6321.002673
4.0,4,6321.3348
5.0,5,6321.531934
4.0,4,6321.838898
-2.0,3,6322.2263
-3.0,2,6322.457254
5.0,5,6322.731205
-2.0,3,6322.905022
4.0,4,6323.071517
5.0,5,6323.491408
-3.0,2,6323.673173
-3.0,2,6323.92216
5.0,5,6324.147662
-3.0,2,6324.323154
-2.0,3,6324.6091
-3.0,2,6324.787738
-2.0,3,6324.999521
5.0,5,6325.190737
5.0,5,6325.522573
-2.0,3,6325.679451
5.0,5,6325.989143
4.0,4,6326.342488
5.0,5,6326.834652
-5.0,1,6326.987024
-3.0,2,6327.247041
5.0,5,6327.660075
4.0,4,6327.943928
5.0,5,6328.403121
-2.0,3,6328.637809
-2.0,3,6328.881285
5.0,5,6331.512342
5.0,5,6331.837788
5.0,5,6332.307702
5.0,5,6332.80325
4.0,4,6333.316136
5.0,5,6333.576391
-1.138061,4,6333.942455
5.0,5,6334.228124
-2.175214,3,6334.439932
-3.068023,2,6334.61959
5.0,5,6335.22473
5.0,5,6335.507217
-2.468761,3,6335.638816
-2.175214,3,6335.925679
5.0,5,6336.323016
5.0,5,6336.668521
2.0,3,6337.052408
-3.0,2,6337.529812
-0.695039,5,6338.141821
5.0,5,6338.592365
-2.175214,3,6338.999537
2.0,3,6339.51651
5.0,5,6339.893048
-2.0,3,6340.217272
2.0,3,6340.498916
-2.0,3,6340.792936
-2.0,3,6341.163719
-2.0,3,6341.45888
-2.0,3,6341.78677
-2.0,3,6342.009295
-2.0,3,6342.231752
-3.0,2,6342.399115
5.0,5,6342.871043
-1.0,4,6343.327849
-1.0,4,6343.60948
4.0,4,6343.846548
5.0,5,6344.175678
-2.0,3,6344.317247
-3.0,2,6344.504662
-2.175214,3,6344.705633
5.0,5,6344.883332
-2.0,3,6345.12799
4.0,4,6345.423768
-1.0,4,6345.783894
4.0,4,6346.172893
-2.0,3,6346.393024
3.0,4,6346.726963
5.0,5,6347.103051
-3.0,2,6347.242235
5.0,5,6347.631966
5.0,5,6348.043813
-2.175214,3,6348.262194
5.0,5,6348.479364
5.0,5,6348.683042
-2.0,3,6348.929891
-2.0,3,6349.261602
-2.0,3,6349.453283
5.0,5,6349.773217
-2.0,3,6350.08632
2.0,3,6350.372491
-2.0,3,6350.677579
5.0,5,6350.845041
5.0,5,6351.073652
5.0,5,6351.447296
5.0,5,6351.813277
4.0,4,6352.049068
-3.0,2,6352.268387
-1.0,4,6352.63931
-2.0,3,6352.903488
5.0,5,6353.145848
-2.0,3,6353.471012
5.0,5,6353.733224
-2.468761,3,6353.900249
-3.0,2,6354.097286
5.0,5,6354.322054
4.0,4,6354.494814
-2.0,3,6354.741581
-2.0,3,6354.9981
5.0,5,6355.249221
5.0,5,6355.53967
-2.468761,3,6355.757396
5.0,5,6356.222256
5.0,5,6356.621124
-3.0,2,6356.835832
-2.468761,3,6356.970671
2.0,3,6357.158915
-2.0,3,6357.463078
-2.0,3,6357.586169
5.0,5,6357.952306
-3.0,2,6358.150122
-2.175214,3,6358.40005
5.0,5,6358.697667
2.0,3,6358.866897
5.0,5,6359.208606
-2.0,3,6359.531745
4.0,4,6359.71636
5.0,5,6359.999167
5.0,5,6360.260814
3.0,4,6360.552632
5.0,5,6360.821906
5.0,5,6361.0825
5.0,5,6361.366748
5.0,5,6361.631618
-2.0,3,6361.849591
5.0,5,6362.152086
5.0,5,6362.451812
4.0,4,6362.653557
5.0,5,6363.046834
5.0,5,6363.310142
5.0,5,6363.621245
-2.742999,3,6363.90688
-2.0,3,6364.211267
-2.0,3,6364.340967
5.0,5,6364.526337
-2.0,3,6364.789039
-2.0,3,6365.021344
-2.468761,3,6365.238721
5.0,5,6365.550307
-2.0,3,6365.722931
4.0,4,6365.923174
5.0,5,6366.194932
5.0,5,6366.47522
-2.0,3,6366.753207
5.0,5,6367.043231
5.0,5,6367.301564
-2.0,3,6367.495577
5.0,5,6367.798185
5.0,5,6368.219576
4.0,4,6368.397352
5.0,5,6368.610562
5.0,5,6368.853386
-2.0,3,6369.048398
-3.0,2,6369.278647
-4.0,1,6369.389777
-2.175214,3,6369.65978
-2.0,3,6369.856029
5.0,5,6370.258569
5.0,5,6370.492193
5.0,5,6370.653254
-2.175214,3,6370.970247
5.0,5,6371.145321
5.0,5,6371.514612
5.0,5,6371.907167
-2.0,3,6372.183901
5.0,5,6372.59319
5.0,5,6372.799266
-2.742999,3,6373.06184
-1.0,4,6373.348352
5.0,5,6373.767184
-3.0,2,6373.960133
5.0,5,6374.387704
5.0,5,6374.701658
-2.175214,3,6374.950773
4.0,4,6375.175834
5.0,5,6375.585568
5.0,5,6375.94844
-2.0,3,6376.23965
5.0,5,6376.504708
-2.0,3,6376.682702
5.0,5,6376.967193
5.0,5,6377.346224
5.0,5,6377.622192
-3.0,2,6377.772024
5.0,5,6378.021033
5.0,5,6378.2733
5.0,5,6378.577579
-2.0,3,6378.767526
5.0,5,6379.174684
-4.0041,1,6379.312702
-3.0,2,6379.502411
2.0,3,6379.786783
-2.0,3,6380.048193
4.0,4,6380.197381
4.0,4,6380.602444
5.0,5,6380.923407
5.0,5,6381.173612
-2.0,3,6381.383588
-2.468761,3,6381.657578
-2.0,3,6382.014591
2.0,3,6382.29047
-2.0,3,6382.514586
-2.468761,3,6382.788777
-2.0,3,6383.045073
4.0,4,6383.330832
5.0,5,6383.832179
5.0,5,6384.08555
-3.0,2,6384.271124
-2.0,3,6384.527979
5.0,5,6384.831647
-2.468761,3,6385.236398
5.0,5,6385.658669
2.0,3,6385.92618
-2.0,3,6386.237975
5.0,5,6386.667102
5.0,5,6387.171947
-2.0,3,6387.48549
5.0,5,6387.718458
-3.0,2,6387.869107
-2.0,3,6388.242412
-2.0,3,6388.383345
4.0,4,6388.677241
-1.138061,4,6388.917486
5.0,5,6389.265944
5.0,5,6389.629563
-2.0,3,6389.915729
5.0,5,6390.13553
5.0,5,6390.491123
-2.0,3,6390.71917
5.0,5,6391.052437
-2.0,3,6391.39651
-2.742999,3,6391.728105
5.0,5,6392.084627
-3.0,2,6392.225839
-2.468761,3,6392.450144
-2.0,3,6392.636461
5.0,5,6393.01864
-1.138061,4,6393.300757
-2.0,3,6393.496278
-2.175214,3,6393.867047
5.0,5,6394.177177
-3.0,2,6394.33298
5.0,5,6394.693416
-3.0,2,6394.903896
-2.468761,3,6395.212013
-2.0,3,6395.492101
-3.0,2,6395.680233
-1.0,4,6395.998855
-2.0,3,6396.273365
-2.0,3,6396.525131
-3.0,2,6396.687747
-4.0,1,6396.809147
-3.0,2,6396.969966
5.0,5,6397.242085
-2.0,3,6397.549528
-2.0,3,6397.710763
5.0,5,6397.932773
5.0,5,6398.120501
-1.0,4,6398.262636
5.0,5,6398.676784
-2.0,3,6399.007574
5.0,5,6399.432166
-2.175214,3,6399.772879
5.0,5,6400.118957
5.0,5,6400.483604
5.0,5,6400.815593
5.0,5,6401.126772
5.0,5,6401.45313
2.0,3,6401.735033
5.0,5,6402.067581
5.0,5,6402.565452
5.0,5,6402.88699
5.0,5,6403.179821
-2.0,3,6403.388076
-3.0,2,6403.644631
-2.0,3,6403.882379
5.0,5,6404.169703
5.0,5,6404.426331
2.0,3,6404.603554
-3.0,2,6404.856906
5.0,5,6406.77725
-4.451106,1,6406.874985
5.0,5,6407.064796
-1.0,4,6407.300834
5.0,5,6407.804523
5.0,5,6408.090495
-2.742999,3,6408.455985
-3.0,2,6408.670424
5.0,5,6409.042373
5.0,5,6409.357717
-2.0,3,6409.613034
-3.0,2,6409.902169
-2.468761,3,6410.118468
5.0,5,6410.55753
5.0,5,6410.780558
-3.0,2,6411.083322
-1.0,4,6411.461042
5.0,5,6411.898834
-2.0,3,6412.151178
-2.0,3,6412.359219
5.0,5,6412.700612
-3.0,2,6412.888109
-2.0,3,6413.112988
-2.0,3,6413.379455
5.0,5,6413.725695
5.0,5,6413.918874
-2.742999,3,6414.07388
5.0,5,6414.290814
-3.0,2,6414.428628
-2.742999,3,6414.723501
-2.0,3,6414.998171
5.0,5,6415.377463
4.0,4,6415.609613
5.0,5,6415.739939
-1.0,4,6415.955376
5.0,5,6416.263281
5.0,5,6416.482503
-2.0,3,6416.675613
-2.0,3,6416.862975
-1.0,4,6417.258785
-4.0,1,6417.399004
-3.0,2,6417.637555
4.0,4,6417.818044
5.0,5,6418.069778
-2.0,3,6418.296558
4.0,4,6418.573167
-3.0,2,6418.736474
5.0,5,6419.103759
-2.0,3,6419.313776
2.0,3,6419.587229
-3.0,2,6419.692898
4.0,4,6419.920136
-3.0,2,6420.0548
-4.0,1,6420.206378
-2.0,3,6420.34548
5.0,5,6420.637481
-2.742999,3,6420.881819
5.0,5,6421.262874
-2.0,3,6421.523093
2.0,3,6421.803682
2.0,3,6421.930911
-3.0,2,6422.161736
-3.0,2,6422.315153
5.0,5,6422.648817
5.0,5,6422.916775
5.0,5,6423.363261
-2.0,3,6423.58949
5.0,5,6423.999635
5.0,5,6424.308892
-2.0,3,6424.581062
5.0,5,6425.160755
5.0,5,6425.504497
5.0,5,6425.783368
-2.0,3,6426.072224
5.0,5,6426.359964
-2.175214,3,6426.671002
-3.0,2,6426.865224
-2.0,3,6427.044415
5.0,5,6427.245925
-2.0,3,6427.563533
-3.0,2,6427.669222
-4.0,1,6427.783735
-2.0,3,6427.916636
5.0,5,6428.172338
5.0,5,6428.406418
-3.0,2,6428.579428
5.0,5,6428.788499
5.0,5,6429.360759
5.0,5,6429.745287
-2.0,3,6429.930925
-2.468761,3,6430.250447
5.0,5,6430.609802
-3.0,2,6430.836188
5.0,5,6431.040934
5.0,5,6431.314746
-5.0,1,6431.474739
-2.0,3,6431.777191
-2.0,3,6431.959511
5.0,5,6432.355841
5.0,5,6432.617252
-2.0,3,6432.826997
-2.742999,3,6433.045938
5.0,5,6433.380956
2.0,3,6433.652418
-3.0,2,6433.794835
-2.0,3,6434.120908
-3.0,2,6434.25839
5.0,5,6434.69524
5.0,5,6435.012365
5.0,5,6435.272944
4.0,4,6435.709414
5.0,5,6435.95336
5.0,5,6436.304569
5.0,5,6436.619114
-2.0,3,6436.830608
-2.0,3,6437.102705
5.0,5,6437.438021
-4.451106,1,6437.539932
5.0,5,6437.707462
5.0,5,6438.057622
-1.702039,4,6438.368449
-3.0,2,6438.544696
-3.0,2,6438.691526
5.0,5,6439.016952
4.0,4,6439.31282
5.0,5,6439.644589
-2.468761,3,6439.893752
5.0,5,6440.314745
-2.0,3,6440.589105
5.0,5,6440.789165
5.0,5,6441.03458
-3.0,2,6441.216025
-3.0,2,6441.283434
5.0,5,6441.635898
-2.0,3,6441.862123
4.0,4,6442.024703
-2.742999,3,6442.175952
5.0,5,6442.555551
-3.0,2,6442.741042
5.0,5,6443.049442
5.0,5,6443.43894
5.0,5,6443.789812
5.0,5,6444.28899
5.0,5,6444.653984
5.0,5,6444.902532
-2.468761,3,6445.106432
-2.0,3,6445.251169
5.0,5,6445.441819
2.0,3,6445.615022
5.0,5,6445.974658
5.0,5,6446.246942
5.0,5,6446.56767
2.0,3,6446.863475
-2.175214,3,6447.490426
-2.0,3,6448.048005
4.0,4,6448.508541
5.0,5,6448.921581
5.0,5,6449.427603
-1.0,4,6449.761206
-2.175214,3,6450.182045
5.0,5,6450.410974
5.0,5,6450.613798
-1.0,4,6450.857539
-2.0,3,6451.073454
-2.468761,3,6451.225601
-1.0,4,6451.444454
-2.0,3,6451.661637
5.0,5,6451.930021
5.0,5,6452.316198
5.0,5,6452.682727
-3.0,2,6452.827359
5.0,5,6453.272803
5.0,5,6453.657535
5.0,5,6453.967561
5.0,5,6454.308673
-3.0,2,6454.445591
-2.0,3,6454.62706
5.0,5,6455.06139
-2.0,3,6455.263756
-2.0,3,6455.43235
-3.0,2,6455.603539
-4.0041,1,6455.750362
5.0,5,6456.010119
-2.0,3,6456.292002
5.0,5,6456.564671
5.0,5,6456.851666
5.0,5,6457.167149
5.0,5,6457.447508
5.0,5,6457.668412
-2.0,3,6457.851668
5.0,5,6458.173104
4.0,4,6458.450402
-2.0,3,6458.667569
5.0,5,6459.016825
-1.0,4,6459.275286
4.0,4,6459.628886
-3.0,2,6459.802841
-2.742999,3,6460.054746
-2.0,3,6460.182007
-2.0,3,6460.415508
5.0,5,6460.665774
5.0,5,6461.038388
5.0,5,6461.350731
-2.0,3,6461.649174
-2.175214,3,6461.812467
5.0,5,6462.138363
-2.0,3,6462.373766
5.0,5,6462.657009
5.0,5,6462.90192
-2.0,3,6463.096196
-2.0,3,6463.300864
-2.0,3,6463.564793
-2.0,3,6463.846378
4.0,4,6464.230258
-3.0,2,6464.374739
-3.0,2,6464.664763
5.0,5,6465.044416
5.0,5,6465.298913
5.0,5,6465.523159
5.0,5,6465.946838
5.0,5,6466.228475
5.0,5,6466.615791
-2.0,3,6466.807643
-1.429751,4,6467.060292
-2.0,3,6467.2693
5.0,5,6467.687271
4.0,4,6467.797113
5.0,5,6468.150491
4.0,4,6468.440591
5.0,5,6468.700282
5.0,5,6468.957083
5.0,5,6469.265376
-2.0,3,6469.422829
2.0,3,6469.595799
4.0,4,6469.854787
5.0,5,6470.229247
5.0,5,6470.55552
-1.0,4,6470.792731
5.0,5,6471.164655
-2.0,3,6471.307475
5.0,5,6471.59235
5.0,5,6472.015886
-3.068023,2,6472.168362
-2.0,3,6472.407431
-2.0,3,6472.676881
5.0,5,6473.077837
-3.392624,2,6473.284793
5.0,5,6473.538436
5.0,5,6473.762573
2.0,3,6474.05624
-2.0,3,6474.354641
5.0,5,6474.606728
-3.0,2,6474.804992
5.0,5,6475.042391
5.0,5,6475.239737
5.0,5,6475.773706
-2.0,3,6475.956447
-5.0,1,6476.11026
-3.0,2,6476.256994
-2.0,3,6476.461227
-2.0,3,6476.689186
-2.0,3,6476.893615
-2.175214,3,6477.223636
2.0,3,6477.483557
5.0,5,6479.923101
5.0,5,6480.301087
-2.0,3,6480.51749
5.0,5,6480.841248
5.0,5,6481.132709
4.0,4,6481.373155
5.0,5,6481.702645
-2.0,3,6482.174893
-2.0,3,6482.353653
5.0,5,6482.704442
-3.697041,2,6482.866045
-3.0,2,6483.045239
5.0,5,6483.407975
-2.0,3,6483.786351
5.0,5,6484.14861
4.0,4,6484.483329
-2.0,3,6484.767761
4.0,4,6485.007304
-2.0,3,6485.22928
5.0,5,6485.57244
-2.742999,3,6485.856185
5.0,5,6486.21788
5.0,5,6486.523199
5.0,5,6486.861533
-3.0,2,6487.169494
-2.0,3,6487.564326
5.0,5,6487.835066
-2.0,3,6488.152145
-2.0,3,6488.454714
5.0,5,6488.812225
5.0,5,6489.09224
-2.0,3,6489.303234
5.0,5,6489.669961
5.0,5,6490.217011
-3.0,2,6490.471388
-4.0,1,6490.704746
5.0,5,6490.939605
5.0,5,6491.197746
-2.468761,3,6491.555388
-2.0,3,6491.958847
3.0,4,6492.153018
-2.0,3,6492.378207
5.0,5,6492.754396
-2.0,3,6493.100618
-2.0,3,6493.415128
5.0,5,6493.703281
5.0,5,6494.066614
5.0,5,6494.623435
2.0,3,6494.88982
-2.0,3,6495.166209
5.0,5,6495.467299
5.0,5,6495.736617
5.0,5,6496.185529
-2.0,3,6496.311744
5.0,5,6496.465736
5.0,5,6496.783563
-2.0,3,6496.98754
-3.0,2,6497.196372
5.0,5,6497.486717
-5.0,1,6497.664365
5.0,5,6498.082951
5.0,5,6498.458181
5.0,5,6498.674919
-4.0,1,6498.838564
-2.742999,3,6499.200401
-2.0,3,6499.388695
-3.0,2,6499.526737
-2.0,3,6499.786208
4.0,4,6500.139193
-2.0,3,6500.388877
4.0,4,6500.662851
5.0,5,6501.030883
5.0,5,6501.298008
5.0,5,6501.553614
5.0,5,6502.016008
5.0,5,6502.505306
4.0,4,6502.627672
-1.0,4,6503.024476
-2.742999,3,6503.318811
5.0,5,6503.556558
-3.0,2,6503.825937
-2.0,3,6504.166945
5.0,5,6504.528611
5.0,5,6504.949722
-1.0,4,6505.292235
5.0,5,6505.596488
-3.0,2,6505.675608
5.0,5,6505.965917
5.0,5,6506.261533
-2.0,3,6506.542158
-2.0,3,6506.773324
5.0,5,6506.982926
-2.0,3,6507.144574
-2.0,3,6507.32017
5.0,5,6507.708473
-2.0,3,6507.954641
5.0,5,6508.257747
-2.0,3,6508.479784
5.0,5,6508.684284
5.0,5,6509.099802
5.0,5,6509.483309
5.0,5,6509.716821
-2.0,3,6510.042339
-2.0,3,6510.289621
2.0,3,6510.466517
-2.0,3,6510.72831
5.0,5,6510.937971
5.0,5,6511.280084
5.0,5,6511.50043
5.0,5,6511.939088
5.0,5,6512.310873
5.0,5,6512.583013
-2.0,3,6512.779431
-3.0,2,6513.017642
5.0,5,6513.307733
5.0,5,6513.666091
5.0,5,6513.967185
4.0,4,6514.191348
2.0,3,6514.444479
-2.0,3,6514.708969
5.0,5,6515.058504
5.0,5,6515.390955
-2.0,3,6515.611625
5.0,5,6516.012298
5.0,5,6516.230613
2.0,3,6516.540069
5.0,5,6516.792499
2.0,3,6517.064194
-1.0,4,6517.370749
-3.0,2,6517.544859
-5.0,1,6517.761445
5.0,5,6518.134204
-2.175214,3,6518.360346
-2.468761,3,6518.657251
-3.0,2,6518.857139
5.0,5,6519.160147
-2.0,3,6519.488837
-1.0,4,6519.947044
-2.0,3,6520.31786
2.0,3,6520.989361
5.0,5,6521.342631
5.0,5,6521.610902
4.0,4,6522.02713
5.0,5,6522.241627
-3.0,2,6522.396049
-3.0,2,6522.616852
5.0,5,6522.773412
-2.0,3,6523.084298
-5.0,1,6523.159319
-2.0,3,6523.478266
-2.0,3,6523.756438
2.0,3,6523.933212
-3.0,2,6524.086285
-2.0,3,6524.41281
5.0,5,6524.81627
5.0,5,6525.25764
5.0,5,6525.595773
3.0,4,6525.869608
2.0,3,6526.175493
4.0,4,6526.496358
-3.0,2,6526.690249
5.0,5,6527.213066
5.0,5,6527.578034
5.0,5,6527.838165
-3.0,2,6527.984494
4.0,4,6528.267202
5.0,5,6528.65024
4.0,4,6528.849278
5.0,5,6529.23443
5.0,5,6529.583013
-2.0,3,6529.793022
4.0,4,6530.126374
-4.0,1,6530.252746
5.0,5,6530.580522
5.0,5,6530.810063
-2.0,3,6530.988951
-1.0,4,6531.225998
5.0,5,6531.595007
-2.0,3,6531.909374
5.0,5,6532.246081
5.0,5,6532.648639
5.0,5,6532.883337
5.0,5,6533.14651
5.0,5,6533.514928
-2.0,3,6533.657069
5.0,5,6534.177047
4.0,4,6534.440477
5.0,5,6534.869094
-3.697041,2,6535.011557
-1.0,4,6535.286773
-3.0,2,6535.459145
5.0,5,6535.814489
5.0,5,6536.117224
5.0,5,6536.493496
5.0,5,6536.922478
5.0,5,6537.321738
5.0,5,6537.695863
5.0,5,6537.904778
-3.0,2,6538.070385
5.0,5,6538.3142
5.0,5,6538.681636
-2.0,3,6538.970365
5.0,5,6539.221389
5.0,5,6539.903016
5.0,5,6540.304139
5.0,5,6540.628463
-4.451106,1,6540.800231
5.0,5,6541.040484
4.0,4,6541.272648
5.0,5,6541.465138
-2.0,3,6541.685295
-2.0,3,6541.946352
-1.0,4,6542.254357
5.0,5,6542.492165
5.0,5,6542.801524
5.0,5,6543.245914
-3.0,2,6543.424379
5.0,5,6543.831261
-2.0,3,6544.145071
5.0,5,6544.561585
5.0,5,6544.889163
2.0,3,6545.137878
5.0,5,6545.386577
-2.0,3,6545.729229
5.0,5,6545.998734
-2.0,3,6546.26724
5.0,5,6546.642258
3.0,4,6547.047643
2.0,3,6547.243142
5.0,5,6547.509998
5.0,5,6547.759681
5.0,5,6548.186139
-2.0,3,6548.372561
2.0,3,6548.530947
-2.0,3,6548.78885
4.0,4,6549.034395
5.0,5,6549.389345
-2.742999,3,6549.649151
5.0,5,6549.874883
-1.429751,4,6550.069307
-3.0,2,6550.339916
-2.0,3,6550.738424
5.0,5,6551.162588
-3.0,2,6551.391722
5.0,5,6551.831897
4.0,4,6552.086318
-3.0,2,6552.283207
-1.0,4,6552.455446
-3.0,2,6552.671316
-2.0,3,6553.002783
-3.0,2,6553.217841
-3.0,2,6553.419654
5.0,5,6553.769152
5.0,5,6554.079014
-2.468761,3,6554.360777
5.0,5,6556.076398
5.0,5,6556.322066
-2.742999,3,6556.509074
5.0,5,6556.6981
-2.0,3,6556.998077
5.0,5,6557.208819
5.0,5,6557.526172
3.0,4,6557.680471
5.0,5,6557.972528
5.0,5,6558.226237
-4.451106,1,6558.359169
-2.0,3,6558.546672
-3.0,2,6558.757456
5.0,5,6558.972866
5.0,5,6559.310706
-3.0,2,6559.469312
-1.0,4,6559.776599
5.0,5,6560.05318
5.0,5,6560.393111
3.0,4,6560.623065
5.0,5,6561.154269
5.0,5,6561.407063
5.0,5,6561.652438
-3.0,2,6561.857168
5.0,5,6562.238141
-2.0,3,6562.497991
-2.0,3,6562.735019
-3.0,2,6562.887576
-2.0,3,6563.169971
5.0,5,6563.489118
5.0,5,6563.792654
5.0,5,6564.070006
-1.702039,4,6564.279092
5.0,5,6564.609127
5.0,5,6564.952347
-5.0,1,6565.009363
5.0,5,6565.388327
5.0,5,6565.613447
5.0,5,6565.90968
5.0,5,6566.288537
4.0,4,6566.634585
-3.0,2,6566.770526
5.0,5,6567.038959
2.0,3,6567.245951
5.0,5,6567.564933
-2.742999,3,6567.83854
-2.0,3,6568.118454
-2.468761,3,6568.309856
-3.0,2,6568.454336
5.0,5,6568.787582
-2.0,3,6569.13307
-3.0,2,6569.392069
-5.0,1,6569.524308
5.0,5,6569.8171
5.0,5,6570.179465
-2.0,3,6570.431301
-2.0,3,6570.685163
5.0,5,6570.982707
-2.0,3,6571.25696
5.0,5,6571.567488
-2.468761,3,6571.761273
4.0,4,6572.044785
-2.0,3,6572.316676
-3.0,2,6572.575126
-2.0,3,6572.871837
-3.392624,2,6573.19016
-2.0,3,6573.463105
5.0,5,6573.880169
-2.175214,3,6574.100177
4.0,4,6574.39534
-1.138061,4,6574.721359
-2.0,3,6574.929811
-2.0,3,6575.295353
5.0,5,6575.570264
-2.0,3,6575.792081
-2.0,3,6575.937745
-2.0,3,6576.112856
5.0,5,6576.699968
-2.0,3,6576.884208
-2.175214,3,6577.190231
5.0,5,6577.415665
5.0,5,6577.714415
5.0,5,6578.276386
-1.0,4,6578.624406
-2.742999,3,6578.788251
5.0,5,6579.048022
5.0,5,6579.384748
5.0,5,6579.624431
